Title	Link	Date	FR_Cit	n_pg	n_hit	n_lives*	n_sheep	n_cattle	n_trampl*	n_graz*	n_sediment*	n_water_qual	Species	Orig_URL	Doc_Type
"Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for 60 Plant Species from the Islands of Maui and Kahoolawe, HI (2 of 5)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4141.pdf' target='_blank'>Link</a>	5/14/03	68 FR 25983 26032	50	36	1	0	3	1	29	1	1	Alectryon macrococcus; Argyroxiphium sandwicense ssp. macrocephalum; Asplenium fragile insulare; Bidens micrantha ssp. kalealaha; Bonamia menziesii; Brighamia rockii; Cenchrus agrimonioides; Centaurium sebaeoides; Clermontia lindseyana; Clermontia oblongifolia ssp. mauiensis; Clermontia samuelii; Colubrina oppositifolia; Ctenitis squamigera; Cyanea copelandii ssp. haleakalaensis; Cyanea glabra; Cyanea grimesiana ssp. grimesiana; Cyanea hamatiflora ssp. hamatiflora; Cyanea lobata; Cyanea mceldowneyi; Cyperus pennatiformis; Cyrtandra munroi; Diellia erecta; Diplazium molokaiense; Dubautia plantaginea ssp. humilis; Flueggea neowawraea; Geranium arboreum; Geranium multiflorum; Gouania vitifolia; Hedyotis mannii; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia mannii; Ischaemum byrone; Isodendrion pyrifolium; Kadua coriacea; Kanaloa kahoolawensis; Lipochaeta kamolensis; Lysimachia lydgatei; Melicope adscendens; Melicope balloui; Melicope knudsenii; Melicope mucronulata; Melicope ovalis; Neraudia sericea; Nototrichium humile; Peucedanum sandwicense; Phyllostegia mannii; Phyllostegia mollis; Plantago princeps; Platanthera holochila; Pteris lidgatei; Remya mauiensis; Sanicula purpurea; Schiedea haleakalensis; Sesbania tomentosa; Spermolepis hawaiiensis; Tetramolopium capillare; Tetramolopium remyi; Vigna o-wahuensis; Zanthoxylum hawaiiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4141.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for 60 Plant Species from the Islands of Maui and Kahoolawe, HI (5 of 5)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4144.pdf' target='_blank'>Link</a>	5/14/03	68 FR 26133 26165	33	9	0	0	0	0	9	0	0	Alectryon macrococcus; Argyroxiphium sandwicense ssp. macrocephalum; Asplenium fragile insulare; Bidens micrantha ssp. kalealaha; Bonamia menziesii; Brighamia rockii; Cenchrus agrimonioides; Centaurium sebaeoides; Clermontia lindseyana; Clermontia oblongifolia ssp. mauiensis; Clermontia samuelii; Colubrina oppositifolia; Ctenitis squamigera; Cyanea copelandii ssp. haleakalaensis; Cyanea glabra; Cyanea grimesiana ssp. grimesiana; Cyanea hamatiflora ssp. hamatiflora; Cyanea lobata; Cyanea mceldowneyi; Cyperus pennatiformis; Cyrtandra munroi; Diellia erecta; Diplazium molokaiense; Dubautia plantaginea ssp. humilis; Flueggea neowawraea; Geranium arboreum; Geranium multiflorum; Gouania vitifolia; Hedyotis mannii; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia mannii; Ischaemum byrone; Isodendrion pyrifolium; Kadua coriacea; Kanaloa kahoolawensis; Lipochaeta kamolensis; Lysimachia lydgatei; Melicope adscendens; Melicope balloui; Melicope knudsenii; Melicope mucronulata; Melicope ovalis; Neraudia sericea; Nototrichium humile; Peucedanum sandwicense; Phyllostegia mannii; Phyllostegia mollis; Plantago princeps; Platanthera holochila; Pteris lidgatei; Remya mauiensis; Sanicula purpurea; Schiedea haleakalensis; Sesbania tomentosa; Spermolepis hawaiiensis; Tetramolopium capillare; Tetramolopium remyi; Vigna o-wahuensis; Zanthoxylum hawaiiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4144.pdf' target='_blank'>FWS Link</a>	NA
Final Rule to Remove the Douglas County Distinct Population Segment of Columbian White-Tailed Deer From the Federal List of Endangered and Threatened Wildlife	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4152.pdf' target='_blank'>Link</a>	7/24/03	68 FR 43647 43659	13	19	3	2	3	0	11	0	0	Odocoileus virginianus leucurus	<a href='http://ecos.fws.gov/docs/federal_register/fr4152.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Rule to List the Columbia Basin Distinct Population Segment of the Pygmy Rabbit (Brachylagus idahoensis) as Endangered	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4155.pdf' target='_blank'>Link</a>	3/5/03	68 FR 10388 10409	22	35	9	1	3	3	19	0	0	Brachylagus idahoensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4155.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; 5-Year Review of the Delta Smelt; Notice of review.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4157.pdf' target='_blank'>Link</a>	8/1/03	68 FR 45270 45271	2	2	0	0	0	0	2	0	0	Hypomesus transpacificus	<a href='http://ecos.fws.gov/docs/federal_register/fr4157.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Designation of Critical Habitat for Four Vernal Pool Crustaceans and Eleven Vernal Pool Plants in California and Southern Oregon; (Part 1 of 4)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4160.pdf' target='_blank'>Link</a>	8/6/03	68 FR 46684 46732	50	62	2	0	4	0	46	3	7	Branchinecta conservatio; Branchinecta longiantenna; Branchinecta lynchi; Castilleja campestris ssp. succulenta; Chamaesyce hooveri; Lasthenia conjugens; Lepidurus packardi; Limnanthes floccosa ssp. californica; Orcuttia inaequalis; Orcuttia pilosa; Orcuttia tenuis; Orcuttia viscida; Tuctoria greenei; Tuctoria mucronata	<a href='http://ecos.fws.gov/docs/federal_register/fr4160.pdf' target='_blank'>FWS Link</a>	NA
Recovery Plan for the Rough Popcornflower (Plagiobothrys hirtus)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4181.pdf' target='_blank'>Link</a>	9/25/03	68 FR 55410 55411	2	2	0	0	0	0	2	0	0	Plagiobothrys hirtus	<a href='http://ecos.fws.gov/docs/federal_register/fr4181.pdf' target='_blank'>FWS Link</a>	NA
"Availability of the Recovery Plan for the Endangered Fat Threeridge (Amblema neislerii), Shinyrayed Pocketbook (Lampsilis subangulata), Gulf Moccasinshell (Medionidus penicillatus), Ochlockonee Moccasinshell (Medionidus simpsonianus), Oval Pigtoe (Pleurobema pyriforme) and the Threatened Chipola Slabshell (Elliptio chipolaensis), and Purple Bankclimber (Elliptoideus sloatianus)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4183.pdf' target='_blank'>Link</a>	10/1/03	68 FR 56647 56648	2	3	0	0	0	0	2	1	0	Amblema neislerii; Elliptio chipolaensis; Elliptoideus sloatianus; Lampsilis subangulata; Medionidus penicillatus; Medionidus simpsonianus; Pleurobema pyriforme	<a href='http://ecos.fws.gov/docs/federal_register/fr4183.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Listing of the Central California Distinct Population Segment of the California Tiger Salamander; Reclassification of the Sonoma County and Santa Barbara County Distinct Populations from Threatened to Endangered; Special Rule - REopening of Comment Period	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4185.pdf' target='_blank'>Link</a>	9/30/03	68 FR 56251 56252	2	0	0	0	0	0	0	0	0	Ambystoma californiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4185.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; 90-Day Finding on Petition To Delist Astragalus magdalenae var. peirsonii (Peirson's milk-vetch): Notice of 90-day petition finding, Substantial."	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4190.pdf' target='_blank'>Link</a>	9/5/03	68 FR 52784 52786	3	2	0	0	0	0	2	0	0	Astragalus magdalenae var. peirsonii	<a href='http://ecos.fws.gov/docs/federal_register/fr4190.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Reclassification of Lesquerella filiformis (Missouri Bladderpod) From Endangered to Threatened	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4194.pdf' target='_blank'>Link</a>	10/15/03	68 FR 59337 59345	9	11	1	0	1	2	7	0	0	Physaria filiformis	<a href='http://ecos.fws.gov/docs/federal_register/fr4194.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Removal of Federal Protection Status from Two Manatee Protection Areas in Florida	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4196.pdf' target='_blank'>Link</a>	10/22/03	68 FR 60316 60324	9	5	0	0	0	0	5	0	0	Trichechus manatus	<a href='http://ecos.fws.gov/docs/federal_register/fr4196.pdf' target='_blank'>FWS Link</a>	NA
Notice of Availability of a Final Supplement and Amendment to the 1998 Final Revised Sonoran Pronghorn Recovery Plan--Recovery Criteria and Estimates of Time for Recovery Actions for the Sonoran Pronghorn	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4201.pdf' target='_blank'>Link</a>	11/26/03	68 FR 66477 66478	2	4	0	1	0	0	2	0	1	Antilocapra americana sonoriensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4201.pdf' target='_blank'>FWS Link</a>	NA
Final rule to list as endangered the Rota Bridled White-Eye (Zosterops rotensis) From the Commonwealth of the Northern Mariana Islands.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4219.pdf' target='_blank'>Link</a>	1/22/04	69 FR 3022 3029	8	6	1	0	0	0	5	0	0	Zosterops rotensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4219.pdf' target='_blank'>FWS Link</a>	NA
Draft Revised Recovery Plan for the Paiute Cutthroat Trout (Oncorhynchus clarki seleniris)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4220.pdf' target='_blank'>Link</a>	1/26/04	69 FR 3598	1	1	0	0	0	0	1	0	0	Oncorhynchus clarkii seleniris	<a href='http://ecos.fws.gov/docs/federal_register/fr4220.pdf' target='_blank'>FWS Link</a>	NA
Extension of Amended Special Regulations for the Preble's Meadow Jumping Mouse	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4226.pdf' target='_blank'>Link</a>	3/23/04	69 FR 13504 13505	6	6	1	1	0	0	4	0	0	Zapus hudsonius preblei	<a href='http://ecos.fws.gov/docs/federal_register/fr4226.pdf' target='_blank'>FWS Link</a>	NA
"Listing of the San Miguel Island Fox, Santa Rosa Island Fox, Santa Cruz Island Fox, and Santa Catalina Island Fox as Endangered; Final Rule"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4228.pdf' target='_blank'>Link</a>	3/5/04	69 FR 10335 10353	19	27	2	4	3	0	18	0	0	Urocyon littoralis catalinae	<a href='http://ecos.fws.gov/docs/federal_register/fr4228.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Listing the Southwest Alaska Distinct Population Segment of the Northern Sea Otter (Enhydra lutris kenyoni) as Threatened	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4234.pdf' target='_blank'>Link</a>	2/11/04	69 FR 6600 6621	22	15	0	0	0	0	14	1	0	Enhydra lutris kenyoni	<a href='http://ecos.fws.gov/docs/federal_register/fr4234.pdf' target='_blank'>FWS Link</a>	NA
Notice of Availability of a Technical Agency Draft Recovery Plan for the Threatened Guaj[oacute]n (Eleutherodactylus cooki) for Review and Comment	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4235.pdf' target='_blank'>Link</a>	4/1/04	69 FR 17225 17225	2	1	0	0	0	0	1	0	0	Eleutherodactylus cooki	<a href='http://ecos.fws.gov/docs/federal_register/fr4235.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Emergency Determination of Endangered Status and Critical Habitat for the Borax Lake Chub	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr424.pdf' target='_blank'>Link</a>	5/28/80	45 FR 35821 35823	3	2	0	0	1	0	1	0	0	Gila boraxobius	<a href='http://ecos.fws.gov/docs/federal_register/fr424.pdf' target='_blank'>FWS Link</a>	NA
Determination of endangered status and prudency determination for designation of critical habitat for two plant species from the commonwealth of the northern marianas islands; final rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4240.pdf' target='_blank'>Link</a>	4/8/04	69 FR 18499 18507	9	7	0	0	1	2	4	0	0	Nesogenes rotensis; Osmoxylon mariannense; Tabernaemontana rotensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4240.pdf' target='_blank'>FWS Link</a>	NA
Extension of Amended Special Regulations for the Preble's Meadow Jumping Mouse	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4243.pdf' target='_blank'>Link</a>	3/23/04	69 FR 13504 13505	2	1	0	0	0	0	1	0	0	Zapus hudsonius preblei	<a href='http://ecos.fws.gov/docs/federal_register/fr4243.pdf' target='_blank'>FWS Link</a>	NA
Extension of Amended Special Regulations for the Preble's Meadow Jumping Mouse	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4248.pdf' target='_blank'>Link</a>	3/23/04	69 FR 13504 13505	5	7	1	1	0	0	5	0	0	Zapus hudsonius preblei	<a href='http://ecos.fws.gov/docs/federal_register/fr4248.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and threatened wildlife and plants; determinations of prudency ofcritical habitat designation for two mammal and four bird species in Guam and the Commonwealth of the Northern Mariana Islands; designations of critical habitat for one mammal and two bird species in guam and the commonwealth of the Northern Mariana Islands; proposed rule; reopening of comment period, notice of availablity"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4256.pdf' target='_blank'>Link</a>	6/2/04	69 FR 31073 31074	2	1	0	0	0	0	1	0	0	Corvus kubaryi; Pteropus mariannus mariannus; Pteropus tokudae; Todiramphus cinnamominus	<a href='http://ecos.fws.gov/docs/federal_register/fr4256.pdf' target='_blank'>FWS Link</a>	NA
Preparation of an Environmental Impact Statement for Issuance of an Incidental Take Permit Associated with a Habitat Conservation Plan for the Federally Endangered California Condor	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4262.pdf' target='_blank'>Link</a>	6/25/04	69 FR 35663 34664	2	3	1	0	0	0	2	0	0	Gymnogyps californianus	<a href='http://ecos.fws.gov/docs/federal_register/fr4262.pdf' target='_blank'>FWS Link</a>	NA
Endangerd and Threatened Wildlife and Plants: Removal of Federal Protection Status From Two Manatee Protection Areas in FLorida	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4268.pdf' target='_blank'>Link</a>	7/7/04	69 FR 40796 40805	10	4	0	0	0	0	4	0	0	Trichechus manatus	<a href='http://ecos.fws.gov/docs/federal_register/fr4268.pdf' target='_blank'>FWS Link</a>	NA
"Preparation of an Environmental Impact Statement for an Amendment to the Incidental Take Permit for the San Bruno Mountain Habitat Conservation Plan, San Mateo County, CA"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4275.pdf' target='_blank'>Link</a>	7/22/04	69 FR 43862 43864	3	3	0	0	0	0	2	0	1	Callophrys mossii bayensis; Euphydryas editha bayensis; Icaricia icarioides missionensis; Lessingia germanorum (=L.g. var. germanorum); Speyeria callippe callippe; Thamnophis sirtalis tetrataenia	<a href='http://ecos.fws.gov/docs/federal_register/fr4275.pdf' target='_blank'>FWS Link</a>	NA
Endangered and threatened wildlife and plants; determination of threatened status for the California tiger salamander; and special rule exemption for existing routine ranching activities; final rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4278.pdf' target='_blank'>Link</a>	8/4/04	69 FR 47212 47248	38	58	12	2	3	1	34	2	4	Ambystoma californiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4278.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for Yermo xanthocephalus (Desert Yellowhead); Final rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4292.pdf' target='_blank'>Link</a>	3/16/04	69 FR 12278 12290	13	22	5	0	4	1	12	0	0	Yermo xanthocephalus	<a href='http://ecos.fws.gov/docs/federal_register/fr4292.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Designation of Critical Habitat for the Topeka Shiner	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4300.pdf' target='_blank'>Link</a>	7/27/04	69 FR 44736 44770	36	52	4	0	1	0	24	10	13	Notropis topeka (=tristis)	<a href='http://ecos.fws.gov/docs/federal_register/fr4300.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for Astragalus magdalenae var. peirsonii (Peirson's milk-vetch); Final rule.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4303.pdf' target='_blank'>Link</a>	8/4/04	69 FR 47330 47351	23	17	0	0	0	0	17	0	0	Astragalus magdalenae var. peirsonii	<a href='http://ecos.fws.gov/docs/federal_register/fr4303.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for Arabis perstellata (Braun's Rock-cress)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4304.pdf' target='_blank'>Link</a>	6/3/04	69 FR 31460 31496	38	24	0	0	2	3	17	2	0	Arabis perstellata	<a href='http://ecos.fws.gov/docs/federal_register/fr4304.pdf' target='_blank'>FWS Link</a>	NA
Revised Recovery Plan for the Paiute Cutthroat Trout (Oncorhynchus clarki seleniris)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4319.pdf' target='_blank'>Link</a>	9/10/04	69 FR 54797 54798	2	2	0	0	0	0	2	0	0	Oncorhynchus clarkii seleniris	<a href='http://ecos.fws.gov/docs/federal_register/fr4319.pdf' target='_blank'>FWS Link</a>	NA
Listing the Oregon Silverspot Butterfly as a Threatened Species with Critical Habitat	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr432.pdf' target='_blank'>Link</a>	7/2/80	45 FR 44935 44939	5	7	0	0	0	1	5	0	1	Speyeria zerene hippolyta	<a href='http://ecos.fws.gov/docs/federal_register/fr432.pdf' target='_blank'>FWS Link</a>	NA
"Issuance of permit for incidental take of threatened species at Eagle's Nest Open Space, Larimer County, Colorado"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4321.pdf' target='_blank'>Link</a>	8/30/04	69 FR 52912 52912	1	1	0	0	0	0	1	0	0	Zapus hudsonius preblei	<a href='http://ecos.fws.gov/docs/federal_register/fr4321.pdf' target='_blank'>FWS Link</a>	NA
Notice of Availability of a Final Recovery Plan for the   Threatened Guaj[oacute]n (Eleutherodactylus cooki)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4326.pdf' target='_blank'>Link</a>	9/24/04	69 FR 57357 57358	2	2	0	0	0	1	1	0	0	Eleutherodactylus cooki	<a href='http://ecos.fws.gov/docs/federal_register/fr4326.pdf' target='_blank'>FWS Link</a>	NA
Notice of Availability of a Technical Agency Draft Recovery Plan for the Endangered Catesbaea melanocarpa for Review and Comment	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4329.pdf' target='_blank'>Link</a>	9/27/04	69 FR 57712 57713	2	2	0	0	0	0	2	0	0	Catesbaea melanocarpa	<a href='http://ecos.fws.gov/docs/federal_register/fr4329.pdf' target='_blank'>FWS Link</a>	NA
